'agriculture practice cultivating plants livestock' , Agriculture
'victoria mitchell et al' , Hospitality
'suggest dark tourism heterogeneous discipline' , Hospitality
'dispersion definitions knowledge production meanings revolving' , Hospitality
'dark tourism practices vary culture time' , Hospitality
'qualitative speaking dark tourism experience pretty leisure practices' , Hospitality
'fill gap existent definitions catalogued subcategories form allencompassing model expands current understanding dark tourism' , Hospitality
'consonance apleni et al' , Hospitality
'argue dark tourism helps industry fragmented ongoing crises activity' , Hospitality
'cite terrorism paves construction dark site' , Hospitality
'dark tourism plays leading role enhancing destination resilience helping communities deal traumatic experiences' , Hospitality
'social tourism tourism available poor people otherwise afford travel education recreation' , Hospitality
'includes youth hostels lowpriced holiday accommodation run church voluntary organisations trade unions communist times publicly owned enterprises' , Hospitality
'congress social tourism austria walter hunziker proposed following definition social tourism type tourism practiced lowincome rendered facilitated entirely separate easily recognizable services' , Hospitality
'tourism doom chance tourism emerging trend involves travelling environmentally otherwise threatened ice caps mount kilimanjaro melting glaciers patagonia coral barrier reef late' , Hospitality
'identified travel trade magazine travel age west editorinchief kenneth shapiro explored york times type tourism believed rise' , Hospitality
